390.0,-3.22907
390.1,-3.22077
390.2,-3.21248
390.3,-3.20419
390.4,-3.19591
390.5,-3.18764
390.6,-3.17937
390.7,-3.17112
390.8,-3.16287
390.9,-3.15464
391.0,-3.14641
391.1,-3.13819
391.2,-3.12998
391.3,-3.12178
391.4,-3.11359
391.5,-3.10542
391.6,-3.09725
391.7,-3.08909
391.8,-3.08094
391.9,-3.07281
392.0,-3.06468
392.1,-3.05657
392.2,-3.04847
392.3,-3.04038
392.4,-3.03230
392.5,-3.02423
392.6,-3.01618
392.7,-3.00814
392.8,-3.00011
392.9,-2.99209
393.0,-2.98409
393.1,-2.97610
393.2,-2.96812
393.3,-2.96016
393.4,-2.95221
393.5,-2.94428
393.6,-2.93636
393.7,-2.92846
393.8,-2.92056
393.9,-2.91269
394.0,-2.90483
394.1,-2.89698
394.2,-2.88915
394.3,-2.88134
394.4,-2.87354
394.5,-2.86576
394.6,-2.85799
394.7,-2.85024
394.8,-2.84251
394.9,-2.83479
395.0,-2.82709
395.1,-2.81941
395.2,-2.81175
395.3,-2.80410
395.4,-2.79647
395.5,-2.78886
395.6,-2.78126
395.7,-2.77369
395.8,-2.76613
395.9,-2.75860
396.0,-2.75108
396.1,-2.74358
396.2,-2.73610
396.3,-2.72864
396.4,-2.72120
396.5,-2.71378
396.6,-2.70638
396.7,-2.69900
396.8,-2.69164
396.9,-2.68430
397.0,-2.67698
397.1,-2.66968
397.2,-2.66241
397.3,-2.65516
397.4,-2.64792
397.5,-2.64071
397.6,-2.63353
397.7,-2.62636
397.8,-2.61922
397.9,-2.61210
398.0,-2.60500
398.1,-2.59792
398.2,-2.59087
398.3,-2.58385
398.4,-2.57684
398.5,-2.56986
398.6,-2.56291
398.7,-2.55597
398.8,-2.54907
398.9,-2.54218
399.0,-2.53533
399.1,-2.52849
399.2,-2.52169
399.3,-2.51490
399.4,-2.50815
399.5,-2.50142
399.6,-2.49471
399.7,-2.48804
399.8,-2.48138
399.9,-2.47476
400.0,-2.46816
400.1,-2.46159
400.2,-2.45505
400.3,-2.44853
400.4,-2.44204
400.5,-2.43557
400.6,-2.42913
400.7,-2.42271
400.8,-2.41632
400.9,-2.40996
401.0,-2.40362
401.1,-2.39730
401.2,-2.39101
401.3,-2.38474
401.4,-2.37849
401.5,-2.37227
401.6,-2.36607
401.7,-2.35989
401.8,-2.35373
401.9,-2.34760
402.0,-2.34148
402.1,-2.33539
402.2,-2.32932
402.3,-2.32327
402.4,-2.31724
402.5,-2.31123
402.6,-2.30524
402.7,-2.29927
402.8,-2.29332
402.9,-2.28738
403.0,-2.28147
403.1,-2.27557
403.2,-2.26969
403.3,-2.26383
403.4,-2.25799
403.5,-2.25216
403.6,-2.24635
403.7,-2.24056
403.8,-2.23478
403.9,-2.22902
404.0,-2.22327
404.1,-2.21754
404.2,-2.21183
404.3,-2.20612
404.4,-2.20044
404.5,-2.19477
404.6,-2.18911
404.7,-2.18346
404.8,-2.17783
404.9,-2.17221
405.0,-2.16660
405.1,-2.16101
405.2,-2.15543
405.3,-2.14986
405.4,-2.14431
405.5,-2.13877
405.6,-2.13324
405.7,-2.12773
405.8,-2.12223
405.9,-2.11675
406.0,-2.11129
406.1,-2.10584
406.2,-2.10041
406.3,-2.09499
406.4,-2.08960
406.5,-2.08422
406.6,-2.07886
406.7,-2.07351
406.8,-2.06819
406.9,-2.06289
407.0,-2.05761
407.1,-2.05234
407.2,-2.04710
407.3,-2.04188
407.4,-2.03668
407.5,-2.03150
407.6,-2.02635
407.7,-2.02122
407.8,-2.01611
407.9,-2.01102
408.0,-2.00596
408.1,-2.00092
408.2,-1.99591
408.3,-1.99092
408.4,-1.98596
408.5,-1.98102
408.6,-1.97611
408.7,-1.97123
408.8,-1.96637
408.9,-1.96155
409.0,-1.95675
409.1,-1.95197
409.2,-1.94723
409.3,-1.94251
409.4,-1.93783
409.5,-1.93317
409.6,-1.92855
409.7,-1.92396
409.8,-1.91939
409.9,-1.91486
410.0,-1.91036
410.1,-1.90589
410.2,-1.90146
410.3,-1.89705
410.4,-1.89268
410.5,-1.88834
410.6,-1.88402
410.7,-1.87974
410.8,-1.87549
410.9,-1.87126
411.0,-1.86707
411.1,-1.86290
411.2,-1.85876
411.3,-1.85465
411.4,-1.85057
411.5,-1.84651
411.6,-1.84248
411.7,-1.83848
411.8,-1.83450
411.9,-1.83055
412.0,-1.82662
412.1,-1.82272
412.2,-1.81884
412.3,-1.81498
412.4,-1.81115
412.5,-1.80734
412.6,-1.80356
412.7,-1.79979
412.8,-1.79605
412.9,-1.79233
413.0,-1.78863
413.1,-1.78496
413.2,-1.78130
413.3,-1.77766
413.4,-1.77404
413.5,-1.77045
413.6,-1.76687
413.7,-1.76331
413.8,-1.75977
413.9,-1.75624
414.0,-1.75274
414.1,-1.74925
414.2,-1.74577
414.3,-1.74232
414.4,-1.73888
414.5,-1.73545
414.6,-1.73205
414.7,-1.72865
414.8,-1.72527
414.9,-1.72191
415.0,-1.71856
415.1,-1.71522
415.2,-1.71190
415.3,-1.70859
415.4,-1.70529
415.5,-1.70201
415.6,-1.69874
415.7,-1.69549
415.8,-1.69225
415.9,-1.68903
416.0,-1.68582
416.1,-1.68263
416.2,-1.67945
416.3,-1.67629
416.4,-1.67314
416.5,-1.67001
416.6,-1.66690
416.7,-1.66380
416.8,-1.66072
416.9,-1.65766
417.0,-1.65461
417.1,-1.65158
417.2,-1.64857
417.3,-1.64558
417.4,-1.64260
417.5,-1.63964
417.6,-1.63670
417.7,-1.63378
417.8,-1.63087
417.9,-1.62799
418.0,-1.62512
418.1,-1.62227
418.2,-1.61944
418.3,-1.61663
418.4,-1.61384
418.5,-1.61107
418.6,-1.60832
418.7,-1.60559
418.8,-1.60288
418.9,-1.60019
419.0,-1.59751
419.1,-1.59486
419.2,-1.59224
419.3,-1.58963
419.4,-1.58704
419.5,-1.58447
419.6,-1.58193
419.7,-1.57941
419.8,-1.57691
419.9,-1.57443
420.0,-1.57197
420.1,-1.56954
420.2,-1.56713
420.3,-1.56473
420.4,-1.56236
420.5,-1.56001
420.6,-1.55768
420.7,-1.55537
420.8,-1.55308
420.9,-1.55081
421.0,-1.54855
421.1,-1.54631
421.2,-1.54409
421.3,-1.54188
421.4,-1.53969
421.5,-1.53752
421.6,-1.53536
421.7,-1.53321
421.8,-1.53108
421.9,-1.52896
422.0,-1.52685
422.1,-1.52476
422.2,-1.52267
422.3,-1.52060
422.4,-1.51854
422.5,-1.51649
422.6,-1.51445
422.7,-1.51242
422.8,-1.51039
422.9,-1.50838
423.0,-1.50637
423.1,-1.50437
423.2,-1.50238
423.3,-1.50039
423.4,-1.49841
423.5,-1.49643
423.6,-1.49446
423.7,-1.49249
423.8,-1.49052
423.9,-1.48856
424.0,-1.48660
424.1,-1.48465
424.2,-1.48269
424.3,-1.48074
424.4,-1.47879
424.5,-1.47683
424.6,-1.47488
424.7,-1.47293
424.8,-1.47097
424.9,-1.46901
425.0,-1.46705
425.1,-1.46509
425.2,-1.46313
425.3,-1.46116
425.4,-1.45919
425.5,-1.45722
425.6,-1.45524
425.7,-1.45327
425.8,-1.45129
425.9,-1.44931
426.0,-1.44733
